UserLanguage,Dem_age,Dem_gender,Dem_edu,Dem_edu_mom,Dem_employment,Country,Dem_Expat,Dem_state,Dem_maritalstatus,Dem_dependents,Dem_riskgroup,Dem_islolation,Dem_isolation_adults,Dem_isolation_kids,AD_gain,AD_loss,AD_check,Scale_PSS10_UCLA_1,Scale_PSS10_UCLA_2,Scale_PSS10_UCLA_3,Scale_PSS10_UCLA_4,Scale_PSS10_UCLA_5,Scale_PSS10_UCLA_6,Scale_PSS10_UCLA_7,Scale_PSS10_UCLA_8,Scale_PSS10_UCLA_9,Scale_PSS10_UCLA_10,Scale_SLON_1,Scale_SLON_2,Scale_SLON_3,OECD_people_1,OECD_people_2,OECD_insititutions_1,OECD_insititutions_2,OECD_insititutions_3,OECD_insititutions_4,OECD_insititutions_5,OECD_insititutions_6,Corona_concerns_1,Corona_concerns_2,Corona_concerns_3,Corona_concerns_4,Corona_concerns_5,Trust_countrymeasure,Compliance_1,Compliance_2,Compliance_3,Compliance_4,Compliance_5,Compliance_6
EN,58,Male,"College degree, bachelor, master",Up to 12 years of school,Full time employed,Australia,no,ACT,Single,0,Yes,Isolated,1,0,NA,Program D,No,3,2,4,3,2,4,3,2,3,1,3,3,4,8,10,4,8,9,9,8,7,4,5,3,3,6,5,6,3,5,3,3,2
EN,57,Female,"Some College, short continuing education or equivalent",College degree,Full time employed,Australia,no,Queensland,Married/cohabiting,0,Yes,Life carries on with minor changes,1,0,NA,NA,NA,2,3,3,4,3,3,3,3,2,2,2,2,3,7,9,6,8,8,8,8,7,5,6,5,5,6,5,6,6,6,4,6,2
EN,64,Female,PhD/Doctorate,Up to 12 years of school,Full time employed,Switzerland,no,NA,Married/cohabiting,1,Yes,Isolated,1,0,Program A,NA,Yes,2,1,3,5,4,3,5,4,1,1,3,2,3,7,10,8,8,10,10,10,10,5,6,4,4,6,5,6,6,6,5,4,3
EN,49,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Self-employed,Australia,no,Tasmania,Married/cohabiting,1,Yes,Life carries on with minor changes,NA,NA,Program A,NA,No,3,3,4,4,3,3,4,3,3,2,1,1,1,8,10,5,9,4,10,7,2,5,5,5,5,5,4,6,5,4,4,4,2
EN,47,Female,"College degree, bachelor, master",Up to 6 years of school,Self-employed,Tunisia,yes,NA,Divorced/widowed,3,Yes,Life carries on with minor changes,2,2,NA,NA,NA,2,3,3,5,4,2,4,4,1,2,4,1,3,6,8,1,1,1,4,8,7,6,6,5,4,5,7,6,5,6,2,4,4
EN,61,Female,"College degree, bachelor, master",Some College or equivalent,Full time employed,Australia,no,Tasmania,Married/cohabiting,0,No,Life carries on with minor changes,NA,NA,Program B,NA,No,2,1,1,5,4,1,5,5,2,1,1,2,2,7,9,8,9,7,9,9,10,4,5,4,6,6,5,6,6,6,5,3,4
EN,60,Female,"College degree, bachelor, master",Up to 12 years of school,Retired,Australia,yes,France,Married/cohabiting,2,Yes,Life carries on as usual,1,0,NA,Program D,No,1,1,1,4,5,1,4,5,2,1,1,1,1,7,9,6,7,4,8,10,9,4,6,5,5,5,7,6,6,6,2,2,4
EN,31,Male,PhD/Doctorate,College degree,Student,United Kingdom,yes,Germany,Married/cohabiting,0,Yes,Isolated,1,0,NA,Program C,No,5,5,5,2,2,5,2,2,1,5,4,3,4,7,9,6,3,5,7,7,1,4,4,4,3,4,0,5,4,4,3,4,3
EN,24,Female,"College degree, bachelor, master",Some College or equivalent,Full time employed,United States,no,California,Single,0,Yes,Life carries on with minor changes,NA,NA,Program B,NA,Not sure,4,4,5,4,2,3,3,3,4,3,4,5,4,5,10,NA,NA,NA,NA,NA,NA,5,6,6,5,5,4,5,4,2,2,2,2
EN,29,Female,"College degree, bachelor, master",College degree,Part time employed,Vietnam,yes,Tasmania,Single,0,Yes,Life carries on with minor changes,1,0,Program B,NA,No,4,5,4,3,3,3,3,2,5,4,4,3,4,5,8,6,6,6,6,7,10,3,5,5,4,6,5,5,6,5,5,3,4
EN,58,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Part time employed,Australia,no,NA,Married/cohabiting,2,Yes,Life carries on with minor changes,1,1,NA,Program C,No,2,3,3,4,3,3,4,4,3,2,1,1,3,8,9,9,8,8,8,8,10,6,4,5,6,6,5,5,5,5,4,3,4
EN,55,Female,"College degree, bachelor, master",Some College or equivalent,Full time employed,Australia,no,Victoria,Married/cohabiting,1,No,Isolated,1,0,Program A,NA,No,3,3,3,3,3,2,4,3,3,2,3,1,4,7,8,5,7,8,9,7,7,4,5,4,6,6,4,6,5,5,2,4,2
EN,31,Male,PhD/Doctorate,College degree,Part time employed,United States,no,NA,Married/cohabiting,0,Yes,Life carries on as usual,1,0,Program B,NA,Yes,3,2,2,3,4,4,2,4,5,2,3,3,3,6,NA,5,4,6,8,1,2,2,2,4,3,4,7,5,4,5,4,4,5
EN,21,Female,"College degree, bachelor, master",Up to 12 years of school,Full time employed,United States,no,CA,Single,0,Yes,Life carries on with minor changes,2,0,Program A,NA,Not sure,2,1,3,5,4,1,5,4,2,1,2,2,2,8,9,4,5,5,3,NA,1,5,5,5,5,5,8,5,6,4,5,4,2
EN,31,Male,"Some College, short continuing education or equivalent",Up to 12 years of school,Not employed,Australia,no,Tasmania,Single,0,Yes,Life carries on as usual,3,0,NA,Program C,No,3,5,3,2,2,3,3,3,3,3,4,2,4,6,8,3,8,8,6,4,7,4,6,5,6,5,7,4,5,6,2,3,4
EN,67,Female,"College degree, bachelor, master",Up to 9 years of school,Part time employed,Australia,no,Western Australia,Divorced/widowed,0,Yes,Isolated,0,0,NA,Program D,No,1,2,NA,5,2,2,5,3,4,2,4,2,4,7,10,5,8,6,9,2,9,6,6,6,6,5,6,6,6,6,2,5,4
EN,53,Female,"College degree, bachelor, master",College degree,Full time employed,Australia,no,Tasmania,Married/cohabiting,0,Yes,Life carries on with minor changes,0,0,Program B,NA,No,2,5,2,5,2,2,2,2,3,2,1,2,1,3,5,0,3,3,1,5,1,5,5,5,2,2,3,5,2,5,1,1,1
EN,18,Male,Up to 12 years of school,College degree,Student,Germany,no,Bavaria,Single,0,No,Isolated,3,1,NA,Program D,Yes,3,3,4,4,4,2,3,3,4,1,4,2,5,7,9,4,2,7,8,7,6,1,4,4,4,6,3,5,5,5,3,2,1
EN,23,Female,"College degree, bachelor, master",College degree,Full time employed,United States,no,CA,Married/cohabiting,0,No,Life carries on with minor changes,1,0,Program A,NA,No,5,5,5,2,1,3,4,2,5,3,4,5,5,10,10,NA,10,NA,4,NA,5,4,4,4,4,4,10,5,6,6,6,4,1
EN,37,Female,"College degree, bachelor, master",PhD/Doctorate,Part time employed,United Kingdom,no,Scotland / Glasgow,Single,0,No,Isolated,0,0,Program B,NA,Not sure,4,4,4,3,3,4,3,3,4,3,5,4,5,8,9,3,4,5,2,7,2,5,4,5,5,6,0,2,4,4,5,3,5
EN,28,Male,"College degree, bachelor, master",Up to 12 years of school,Full time employed,United Kingdom,yes,"Kent, England",Single,0,No,Life carries on with minor changes,3,0,Program A,NA,No,2,2,2,4,2,3,4,2,3,3,3,2,3,6,7,5,6,6,7,6,5,2,3,3,5,5,4,5,5,5,4,4,2
EN,40,Female,PhD/Doctorate,College degree,Full time employed,Belgium,yes,NA,Married/cohabiting,1,Yes,Isolated,1,1,Program A,NA,No,4,5,5,3,3,4,2,2,3,4,3,3,3,5,10,9,6,3,8,10,6,6,6,6,6,5,3,5,6,6,5,1,3
EN,70,Female,"Some College, short continuing education or equivalent",Up to 9 years of school,Retired,Australia,no,South Australia,Married/cohabiting,0,Yes,Life carries on with minor changes,1,0,Program B,NA,No,2,3,3,3,4,2,4,3,3,3,3,3,3,6,9,5,6,4,5,3,9,3,4,4,5,5,8,5,5,5,3,3,2
EN,70,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Retired,Australia,no,"Tasmania, Australia",Divorced/widowed,0,NA,Isolated,0,0,NA,NA,NA,4,2,3,3,5,5,4,3,3,5,3,5,4,8,5,5,8,9,9,9,8,5,5,5,6,6,5,6,6,5,5,4,4
EN,22,Male,"College degree, bachelor, master",College degree,Student,Bulgaria,no,NA,Single,0,No,Life carries on with minor changes,NA,NA,Program A,NA,No,1,4,3,3,2,4,4,2,1,3,1,1,1,4,8,4,1,7,7,5,7,2,5,2,5,4,6,NA,NA,NA,NA,NA,NA
EN,53,Other/would rather not say,"College degree, bachelor, master",Up to 9 years of school,Student,Australia,no,Tasmania,Other or would rather not say,1,Yes,Life carries on with minor changes,3,0,NA,Program D,No,1,2,1,5,4,1,5,4,3,1,2,3,3,7,8,4,7,8,9,8,4,4,5,5,4,6,4,6,5,6,1,5,2
EN,47,Male,"Some College, short continuing education or equivalent",Some College or equivalent,Full time employed,Australia,no,Tasmania,Married/cohabiting,2,No,Isolated,1,2,Program A,NA,No,2,2,3,4,3,3,3,3,3,2,2,3,3,6,9,5,5,5,7,6,7,5,6,6,5,4,5,6,6,6,2,3,3
EN,39,Female,"Some College, short continuing education or equivalent",College degree,Not employed,Australia,no,tasmania,Single,0,Yes,Isolated,4,1,NA,Program D,No,1,3,2,4,3,1,5,5,2,1,3,2,3,8,10,3,2,8,9,8,1,4,6,5,4,6,3,5,6,6,6,4,2
EN,46,Female,"College degree, bachelor, master",Up to 12 years of school,Part time employed,Australia,no,Queensland,Married/cohabiting,2,Yes,Life carries on with minor changes,0,0,NA,Program D,No,1,4,2,4,4,4,4,2,2,3,1,2,3,8,9,7,9,6,10,8,9,4,4,6,5,6,5,5,5,5,2,3,3
EN,58,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Part time employed,Australia,no,Tasmania,Married/cohabiting,0,Yes,Life carries on with minor changes,1,0,Program A,NA,No,2,3,2,4,3,2,4,3,3,2,2,2,2,7,8,7,9,8,7,6,9,4,5,5,5,5,7,5,5,5,2,5,2
EN,62,Female,"College degree, bachelor, master",College degree,Self-employed,Australia,no,South Australia,Married/cohabiting,0,Yes,Life carries on with minor changes,NA,NA,Program A,NA,No,3,2,2,4,4,2,3,4,1,1,2,2,2,8,9,6,7,7,9,9,7,5,5,5,5,5,4,5,5,5,2,5,4
EN,57,Female,Up to 12 years of school,Up to 12 years of school,Retired,Australia,no,Tasmania,Married/cohabiting,0,No,Life carries on with minor changes,3,0,NA,Program D,No,2,2,3,4,4,2,4,4,2,2,2,2,3,7,8,7,8,7,9,5,9,4,4,4,6,4,5,5,5,5,2,4,2
EN,46,Male,"College degree, bachelor, master",College degree,Full time employed,United Kingdom,no,NA,Married/cohabiting,2,No,Life carries on with minor changes,1,0,Program B,NA,No,1,2,1,5,3,2,2,4,2,1,3,1,4,7,9,8,8,9,7,7,6,3,4,5,6,5,5,6,5,5,4,5,5
EN,65,Male,PhD/Doctorate,Up to 6 years of school,Full time employed,Australia,no,Victoria,Married/cohabiting,0,No,Isolated,1,0,NA,Program C,No,2,2,3,4,4,2,3,4,3,4,2,2,3,7,10,7,8,4,9,2,8,5,5,4,5,6,5,5,5,6,3,5,4
EN,67,Female,"College degree, bachelor, master",Up to 12 years of school,Retired,Australia,no,South Australia,Divorced/widowed,0,Yes,Isolated,0,0,Program A,NA,No,4,5,4,4,3,3,NA,4,4,3,3,4,4,8,10,6,9,7,9,9,9,2,5,6,6,6,5,6,5,5,2,5,2
EN,51,Male,"Some College, short continuing education or equivalent",Some College or equivalent,Full time employed,Australia,yes,Tasmania,Married/cohabiting,2,No,Life carries on with minor changes,1,2,NA,NA,NA,3,4,5,4,3,3,4,4,3,3,3,3,2,7,8,6,6,6,7,1,7,5,5,5,5,5,5,5,4,4,2,5,4
EN,44,Female,"College degree, bachelor, master",Up to 9 years of school,Part time employed,Australia,no,Tasmania,Married/cohabiting,3,Yes,Life carries on with minor changes,1,0,NA,Program D,No,1,2,2,4,3,1,4,3,2,3,1,2,3,6,8,3,8,8,9,7,8,4,4,4,4,5,5,6,6,5,2,5,1
EN,52,Female,Up to 12 years of school,Up to 12 years of school,Full time employed,Australia,no,Tasmania,Married/cohabiting,1,Yes,Life carries on with minor changes,3,0,NA,Program C,No,2,3,3,4,4,4,4,3,2,2,1,2,3,7,7,8,8,5,10,9,9,6,6,6,6,6,5,5,4,5,2,4,2
EN,51,Female,"College degree, bachelor, master",Up to 9 years of school,Self-employed,Australia,no,Queensland,Married/cohabiting,2,Yes,Life carries on with minor changes,3,0,Program A,NA,No,3,4,1,4,3,3,4,3,3,1,1,1,2,6,8,7,7,7,10,2,9,6,6,6,6,6,5,6,6,5,2,6,2
EN,57,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Not employed,Australia,no,Tasmania,Single,0,No,Life carries on with minor changes,0,0,Program A,NA,No,1,1,1,4,4,1,4,4,1,1,4,3,4,7,8,7,7,5,7,3,9,4,2,2,5,6,5,6,5,5,1,3,5
EN,59,Female,"College degree, bachelor, master",College degree,Retired,Australia,no,Tasmania,Divorced/widowed,0,No,Isolated,0,0,NA,Program C,No,1,1,1,1,4,1,1,4,1,1,2,1,2,5,5,3,5,5,7,5,7,5,5,5,4,4,3,4,5,5,2,3,4
EN,47,Female,PhD/Doctorate,College degree,Part time employed,Australia,no,Tasmania,Divorced/widowed,1,Yes,Isolated,0,1,NA,Program D,No,3,4,5,4,3,4,3,2,4,4,5,4,5,5,5,3,5,5,6,7,5,6,5,5,5,6,4,5,5,5,6,5,4
EN,59,Female,"Some College, short continuing education or equivalent",Up to 6 years of school,Full time employed,Australia,no,Tasmania,Single,0,Yes,Life carries on with minor changes,NA,NA,Program A,NA,No,1,1,1,5,5,1,5,5,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,73,Female,"College degree, bachelor, master",Up to 9 years of school,Retired,Australia,no,Tasmania,Divorced/widowed,0,Yes,Life carries on with minor changes,0,0,Program B,NA,No,1,2,1,4,4,3,5,4,1,3,2,1,1,6,9,5,9,9,9,9,8,4,5,4,5,5,8,6,6,6,1,5,2
EN,24,Male,"College degree, bachelor, master",College degree,Full time employed,United Kingdom,no,West Sussex,Single,0,No,Life carries on with minor changes,2,0,NA,Program D,No,1,1,2,5,4,2,5,5,1,2,1,1,2,6,9,8,7,6,6,7,7,2,6,5,4,6,5,5,4,5,4,2,1
EN,50,Female,"College degree, bachelor, master",Some College or equivalent,Full time employed,Australia,no,Tasmania,Single,0,Yes,Life carries on with minor changes,NA,NA,NA,Program C,No,3,3,3,5,3,4,3,3,3,1,4,3,3,1,5,1,2,7,5,2,3,4,6,4,5,6,4,6,6,5,2,4,2
EN,61,Female,"College degree, bachelor, master",Up to 12 years of school,Not employed,Australia,no,Tasmania,Married/cohabiting,0,Yes,Life carries on with minor changes,2,0,NA,Program C,No,1,2,3,4,3,1,5,4,2,1,1,1,2,9,10,2,4,5,7,7,8,2,2,2,3,NA,5,6,6,5,2,6,2
EN,29,Male,"College degree, bachelor, master",Up to 12 years of school,Full time employed,United Kingdom,no,Wiltshire,Married/cohabiting,0,Yes,Isolated,5,0,Program B,NA,No,2,3,2,4,3,2,4,4,2,2,1,2,2,8,9,8,8,8,8,7,7,3,5,3,5,5,5,6,5,5,4,5,4
EN,72,Female,"College degree, bachelor, master",Up to 9 years of school,Retired,Australia,no,Tasmania,Single,0,Yes,Life carries on with minor changes,0,0,NA,Program C,No,2,3,3,4,4,2,4,4,2,2,2,2,2,7,10,8,9,9,10,5,10,5,4,4,4,6,5,5,5,5,2,4,3
EN,78,Male,Up to 12 years of school,Up to 12 years of school,Retired,Australia,no,NA,Married/cohabiting,0,No,Life carries on with minor changes,0,0,Program B,NA,No,2,2,1,5,4,2,5,5,1,1,1,1,3,8,10,1,1,1,4,1,6,4,6,6,6,3,5,6,6,6,3,5,1
EN,59,Female,"Some College, short continuing education or equivalent",NA,Part time employed,Australia,no,Tasmania,Divorced/widowed,0,No,Life carries on with minor changes,2,0,NA,Program D,No,4,2,3,4,3,2,3,3,2,1,4,3,3,5,6,6,9,6,6,10,9,2,2,4,5,5,5,5,4,3,5,3,2
EN,62,Male,Up to 12 years of school,Up to 9 years of school,Retired,Australia,no,Tasmania,Married/cohabiting,0,No,Life carries on with minor changes,2,0,Program B,NA,No,2,1,1,5,5,2,5,5,2,1,2,1,1,8,10,8,9,10,9,5,9,5,5,5,5,5,6,5,5,5,2,5,4
EN,54,Female,"College degree, bachelor, master",Some College or equivalent,Full time employed,Australia,no,Tasmania,Married/cohabiting,2,No,Life carries on with minor changes,1,0,NA,Program D,No,3,2,2,5,3,1,5,5,1,1,1,3,1,6,9,3,8,6,8,9,9,1,3,5,6,6,5,6,6,6,2,2,2
EN,46,Female,"Some College, short continuing education or equivalent",Up to 9 years of school,Full time employed,Australia,no,Tas,Married/cohabiting,2,No,Life carries on with minor changes,NA,NA,Program A,NA,No,3,2,4,3,3,4,3,3,4,3,2,2,1,6,10,6,9,7,3,7,9,3,4,4,4,5,9,6,6,5,2,3,3
EN,51,Female,"College degree, bachelor, master",Some College or equivalent,Part time employed,Australia,yes,Tasmania,Married/cohabiting,0,Yes,Life carries on with minor changes,1,0,NA,Program C,No,1,3,4,3,3,3,3,3,2,3,2,3,3,5,8,5,5,5,6,7,6,6,6,6,5,5,4,5,6,6,3,3,3
EN,66,Female,PhD/Doctorate,Up to 6 years of school,Self-employed,Australia,no,TAS,Divorced/widowed,0,Yes,Life carries on with minor changes,0,0,Program B,NA,No,3,1,2,5,4,2,4,2,3,2,2,2,4,6,8,3,6,3,6,7,5,5,4,4,4,5,6,6,5,5,2,4,2
EN,63,Female,"College degree, bachelor, master",Up to 9 years of school,Not employed,Australia,no,Queensland,Married/cohabiting,0,Yes,Life carries on with minor changes,2,0,NA,NA,NA,2,3,3,3,2,3,5,2,2,2,3,3,4,6,9,6,5,7,9,6,8,3,4,3,4,5,4,6,5,6,3,5,1
EN,58,Male,"Some College, short continuing education or equivalent",College degree,Full time employed,Australia,no,South Australia,Married/cohabiting,3,Yes,Life carries on with minor changes,NA,NA,NA,Program D,No,4,5,5,2,2,5,1,2,4,4,3,4,5,5,8,5,8,NA,4,4,1,6,1,6,6,6,2,5,6,6,4,2,2
EN,56,Male,"College degree, bachelor, master",Up to 12 years of school,Self-employed,Australia,no,Tasmania,Married/cohabiting,2,No,Life carries on with minor changes,NA,NA,NA,Program D,No,2,3,3,4,4,3,4,4,3,2,4,3,4,3,9,2,4,2,3,0,1,5,5,5,5,5,2,5,5,5,2,2,4
EN,52,Female,"Some College, short continuing education or equivalent",Up to 9 years of school,Retired,Australia,no,Tasmania,Divorced/widowed,NA,No,Life carries on with minor changes,0,0,Program A,NA,No,2,3,2,5,4,3,4,4,2,2,2,1,3,1,5,1,1,2,2,5,5,4,5,5,5,5,5,5,5,5,2,3,2
EN,71,Male,"College degree, bachelor, master",College degree,Retired,Australia,no,NSW,Married/cohabiting,NA,Yes,Life carries on with minor changes,1,0,Program B,NA,No,2,2,1,4,4,1,5,5,2,1,1,1,1,8,10,7,10,7,10,9,10,3,2,3,3,4,5,5,5,5,3,5,2
EN,75,Female,Up to 12 years of school,Up to 6 years of school,Retired,Australia,no,Tasmania,Married/cohabiting,0,Yes,Life carries on with minor changes,1,0,NA,Program D,No,5,4,4,5,3,2,4,4,2,2,4,2,4,7,9,5,7,6,6,6,10,3,3,3,5,6,5,5,5,5,3,2,4
EN,53,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Full time employed,Australia,no,Tasmania,Divorced/widowed,1,Yes,Life carries on with minor changes,1,0,NA,Program D,No,2,3,3,4,3,3,4,4,3,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,1,1,1
EN,53,Female,PhD/Doctorate,Up to 12 years of school,Part time employed,Australia,no,Victoria,Married/cohabiting,1,Yes,Life carries on with minor changes,2,0,NA,NA,NA,3,3,2,5,2,5,3,4,2,4,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,70,Female,"College degree, bachelor, master",Up to 9 years of school,Retired,Australia,no,Tasmania,Married/cohabiting,0,No,Life carries on with minor changes,1,0,Program B,NA,No,2,1,1,5,5,1,5,5,1,1,1,1,2,7,9,2,7,5,9,9,8,4,5,4,4,5,5,5,4,4,2,4,1
EN,18,Female,Up to 12 years of school,College degree,Student,Finland,no,Pohjois-Pohjanmaa,Single,0,No,Life carries on with minor changes,2,0,NA,Program C,Yes,2,4,4,4,2,3,3,3,5,1,2,2,3,7,8,10,10,8,9,8,9,1,6,4,3,5,5,6,5,5,2,5,2
EN,20,Other/would rather not say,"Some College, short continuing education or equivalent",Some College or equivalent,Part time employed,Germany,no,Bavaria,Single,0,Yes,Life carries on with minor changes,3,2,Program B,NA,Not sure,2,3,4,3,4,3,2,3,4,2,2,2,2,2,7,5,3,4,9,5,5,2,4,4,4,5,4,5,4,4,4,5,3
EN,30,Female,PhD/Doctorate,College degree,Full time employed,Germany,no,NA,Single,0,No,Life carries on with minor changes,1,0,NA,Program C,Not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,62,Female,"Some College, short continuing education or equivalent",Up to 6 years of school,Not employed,Australia,no,Queensland,Married/cohabiting,0,Yes,Life carries on with minor changes,1,0,NA,Program D,No,2,3,3,4,3,3,4,2,2,3,3,4,3,4,6,6,9,8,9,9,10,5,6,5,5,5,9,5,5,5,3,4,2
EN,45,Female,"College degree, bachelor, master",College degree,Full time employed,Australia,no,Tasmania,Married/cohabiting,0,Yes,Isolated,1,0,NA,Program D,Yes,1,2,1,4,4,3,5,4,1,2,1,1,3,7,9,5,7,9,9,9,7,4,5,5,5,6,5,6,4,3,5,2,2
EN,19,Female,"Some College, short continuing education or equivalent",Up to 9 years of school,Part time employed,Finland,no,Uusimaa,Other or would rather not say,0,No,Life carries on with minor changes,4,0,Program A,NA,No,4,4,3,3,3,4,3,2,4,5,1,2,3,4,8,6,5,6,8,7,6,5,6,6,4,6,4,5,4,4,6,4,2
EN,19,Other/would rather not say,Up to 12 years of school,Some College or equivalent,Student,Austria,no,Vienna,Single,0,No,Isolated,2,0,NA,Program D,No,4,3,3,4,4,2,4,NA,4,2,3,3,4,6,8,5,6,5,8,8,7,4,5,4,5,6,4,5,4,3,4,3,2
EN,20,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Student,Poland,yes,Malopolskie?,Single,0,Yes,Life carries on with minor changes,3,0,NA,Program D,Yes,1,3,2,5,4,3,4,4,2,3,1,2,3,3,6,1,4,4,7,5,8,3,4,3,4,5,7,6,4,3,4,4,2
EN,18,Other/would rather not say,Up to 12 years of school,College degree,Not employed,Germany,no,NA,Single,0,Yes,Life carries on with minor changes,3,0,Program B,NA,No,2,5,5,1,3,5,3,1,1,3,1,3,5,2,10,10,9,9,6,9,4,1,1,1,4,6,6,5,5,5,6,4,1
EN,18,Female,Up to 12 years of school,PhD/Doctorate,Part time employed,Germany,no,Bavaria,Married/cohabiting,0,Yes,Life carries on with minor changes,4,0,Program A,NA,No,3,5,5,3,2,5,4,3,3,5,5,4,5,6,10,7,6,7,10,9,8,3,5,4,6,6,7,6,5,5,2,3,2
EN,20,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Student,Germany,no,Bavaria,Other or would rather not say,0,Yes,Life carries on with minor changes,1,0,NA,Program C,Yes,4,5,4,4,3,4,3,4,3,2,1,1,3,7,9,7,2,8,9,8,8,5,6,6,5,5,4,6,4,4,6,3,2
EN,52,Female,"College degree, bachelor, master",Up to 12 years of school,Not employed,Australia,no,South Australia,Divorced/widowed,1,Yes,Life carries on with minor changes,NA,NA,Program B,NA,No,1,2,1,5,4,1,5,4,1,1,3,3,3,4,9,8,10,9,10,9,10,1,3,1,3,5,5,6,6,6,2,4,1
EN,19,Male,Up to 12 years of school,Up to 12 years of school,Part time employed,Finland,no,Uusimaa,Single,0,Yes,Life carries on with minor changes,2,0,NA,Program C,No,4,3,5,2,2,4,3,3,4,3,5,3,5,2,3,8,10,5,9,8,8,2,6,4,5,5,4,5,4,5,6,2,1
EN,18,Male,Up to 12 years of school,Up to 9 years of school,Student,Germany,no,Bavaria,Single,0,Yes,Life carries on with minor changes,1,0,NA,Program D,No,2,2,3,4,4,2,4,3,2,1,4,1,3,6,7,5,0,0,10,9,6,4,5,3,2,5,4,6,4,5,2,5,1
EN,32,Female,"College degree, bachelor, master",Up to 9 years of school,Student,Australia,no,NSW,Married/cohabiting,2,No,Life carries on with minor changes,1,2,NA,Program D,No,3,2,2,4,3,3,4,4,3,1,2,2,3,2,8,6,8,5,10,10,10,4,5,4,6,6,8,5,5,5,3,3,2
EN,18,Male,Up to 12 years of school,Some College or equivalent,Student,Germany,no,Bavaria,Single,0,Yes,Life carries on with minor changes,NA,NA,Program A,NA,Yes,4,3,4,2,3,3,3,2,3,4,5,2,5,6,8,9,8,8,9,8,6,4,5,5,3,4,4,6,5,4,4,2,2
EN,28,Female,"College degree, bachelor, master",Up to 12 years of school,Full time employed,United States,yes,California,Married/cohabiting,0,Yes,Life carries on with minor changes,1,0,Program A,NA,No,4,3,5,4,3,3,3,4,4,2,3,3,3,5,7,4,7,5,5,4,6,2,5,5,5,5,5,5,5,5,2,2,2
EN,30,Female,"Some College, short continuing education or equivalent",Up to 12 years of school,Part time employed,United States,no,Ca,Married/cohabiting,3,Not sure,Isolated,2,3,NA,Program D,No,4,2,5,4,3,1,4,3,3,3,3,4,3,3,9,2,8,5,4,0,3,6,6,5,5,5,5,6,6,6,1,1,6
EN,23,Female,"Some College, short continuing education or equivalent",Up to 6 years of school,Part time employed,United States,no,Ca,Single,0,Yes,Life carries on with minor changes,2,0,Program B,NA,No,4,2,3,4,3,2,4,4,3,1,1,2,2,6,9,6,8,7,10,10,5,4,6,5,5,5,4,6,5,5,5,3,3
EN,26,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Full time employed,United States,no,CA,Single,0,Yes,Life carries on with minor changes,3,0,NA,Program C,No,3,4,4,4,3,3,4,3,3,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,21,Female,"Some College, short continuing education or equivalent",Some College or equivalent,Part time employed,United Kingdom,no,CA,Single,0,No,Life carries on with minor changes,2,0,Program B,NA,No,2,3,3,3,2,2,3,4,3,2,4,3,3,4,6,5,5,5,5,5,5,2,3,2,4,5,5,5,2,2,5,3,3
EN,22,Female,"College degree, bachelor, master",Some College or equivalent,Full time employed,United States,no,CALIFORNIA,Single,0,Yes,Life carries on with minor changes,3,1,NA,Program C,No,3,3,5,3,2,4,4,3,4,4,4,4,3,5,10,5,5,5,5,5,4,4,4,4,4,5,5,6,4,2,4,4,3
EN,22,Female,"College degree, bachelor, master",College degree,Full time employed,United States,no,California,Single,0,Yes,Life carries on with minor changes,4,0,NA,Program D,No,3,2,5,4,4,3,3,5,4,3,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN,37,Male,"College degree, bachelor, master",Some College or equivalent,Full time employed,United States,no,CA,Married/cohabiting,1,No,Life carries on with minor changes,NA,NA,Program A,NA,No,1,1,2,5,4,1,5,5,2,1,1,1,1,8,10,8,10,10,7,NA,10,1,1,1,1,1,9,6,6,5,3,5,3
EN,67,Male,"College degree, bachelor, master",Up to 6 years of school,Self-employed,United States,no,California,Divorced/widowed,0,No,Isolated,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
